iter	RMSE
154	4128.036553
155	4121.471754
156	4116.064513
157	4112.322009
158	4108.985924
159	4104.251119
160	4099.322082
161	4095.895915
162	4090.200876
163	4081.712067
164	4078.792529
165	4074.111055
166	4067.194436
167	4060.830097
168	4055.660848
169	4051.414662
170	4045.722323
171	4042.007281
172	4037.234955
173	4033.024487
174	4028.155619
175	4023.870613
176	4015.47403
177	4012.308358
178	4007.274006
179	4000.804577
180	3995.813799
181	3993.503266
182	3987.64021
183	3981.484773
184	3975.389734
185	3971.207098
186	3965.22397
187	3959.805337
188	3953.733079
189	3947.504114
190	3940.947178
191	3936.260608
192	3932.272669
193	3926.765631
194	3922.463663
195	3918.587528
196	3912.878568
197	3908.727523
198	3903.711881
199	3900.950638
200	3897.382597
201	3893.658882
202	3889.552887
203	3885.267236
204	3880.823805
205	3878.229775
206	3872.548651
207	3868.913571
208	3865.524219
209	3859.854046
210	3855.933245
211	3852.469599
212	3847.409732
213	3842.58604
214	3838.326047
215	3833.475865
216	3826.95389
217	3822.827759
218	3817.944381
219	3813.391173
220	3809.575711
221	3805.378746
222	3802.035194
223	3795.765799
224	3791.697543
225	3788.41762
226	3784.70008
227	3779.759101
228	3775.394594
229	3773.940517
230	3770.434924
231	3764.336657
232	3761.700676
233	3759.36544
234	3755.220097
235	3749.387601
236	3743.758668
237	3739.318061
238	3732.948136
239	3728.967109
240	3725.551231
241	3721.94671
242	3720.144969
243	3715.935189
244	3710.610582
245	3707.180994
246	3704.164023
247	3701.494662
248	3699.61705
249	3697.286963
250	3693.176529
251	3690.102918
252	3686.789427
253	3682.035827
254	3678.527884
255	3676.082364
256	3671.906229
257	3668.031813
258	3665.075137
259	3663.282129
260	3661.393659
261	3656.834072
262	3653.721719
263	3649.507859
264	3647.591109
265	3644.622419
266	3640.363216
267	3635.223344
268	3630.677292
269	3628.325297
270	3626.321733
271	3623.676877
272	3621.642791
273	3617.981028
274	3616.210199
275	3614.203319
276	3610.131016
277	3608.397693
278	3606.582493
279	3603.065009
280	3601.307002
281	3598.453207
282	3593.800998
283	3591.904903
284	3589.125937
285	3585.568655
286	3581.198817
287	3579.264239
288	3574.603939
289	3569.362791
290	3567.215045
291	3565.399272
292	3563.837849
293	3562.237289
294	3560.71933
295	3558.499676
296	3555.25748
297	3549.346905
298	3546.655838
299	3541.974801
300	3538.800674
301	3533.018869
302	3531.022764
303	3528.876565
304	3525.624495
305	3523.991303
306	3521.068688
307	3519.782807
308	3517.401538
309	3511.152335
310	3508.365855
311	3505.891596
312	3503.395989
313	3501.38749
314	3495.17039
315	3492.445764
316	3491.593749
317	3487.16795
318	3485.287833
319	3481.700082
320	3478.601392
321	3476.282198
322	3474.462756
323	3469.419225
324	3464.397473
325	3461.230117
326	3458.054951
327	3453.203793
328	3450.660384
329	3447.998413
330	3444.300068
331	3442.185023
332	3438.054668
333	3436.007499
334	3430.850817
335	3426.592335
336	3422.188699
337	3420.450418
338	3417.868738
339	3412.92771
340	3410.600815
341	3408.686256
342	3403.966316
343	3400.669721
344	3398.083143
345	3396.881146
346	3394.354647
347	3390.484914
348	3385.538512
349	3382.872392
350	3380.72721
351	3378.210508
352	3374.921698
353	3373.95003
354	3371.850365
355	3368.265574
356	3365.155651
357	3364.278291
358	3362.071706
359	3359.992002
360	3355.506689
361	3351.31554
362	3349.431094
363	3345.290216
364	3341.462156
365	3336.855236
366	3334.690474
367	3330.885346
368	3328.158003
369	3326.102335
370	3323.622965
371	3321.961993
372	3318.300131
373	3315.066336
374	3312.655256
375	3308.801113
376	3300.09933
377	3295.967979
378	3294.458304
379	3290.451544
380	3286.872675
381	3283.442947
382	3282.049769
383	3279.009615
384	3277.470134
385	3273.83419
386	3269.925605
387	3267.894097
388	3262.964911
389	3258.172587
390	3256.275198
391	3252.378458
392	3248.670947
393	3245.21769
394	3241.553455
395	3237.549137
396	3233.93663
397	3232.387667
398	3230.189323
399	3228.233839
400	3224.620729
401	3221.863124
402	3217.257037
403	3213.666965
404	3212.825334
405	3209.48583
406	3207.831111
407	3204.632357
408	3200.869054
409	3198.787086
410	3194.881754
411	3187.366106
412	3183.420025
413	3179.599621
414	3177.207007
415	3174.425483
416	3171.071976
417	3168.031241
418	3164.952059
419	3160.406337
420	3157.947773
421	3156.503122
422	3153.445996
423	3150.524514
424	3148.1898
425	3146.272604
426	3143.352419
427	3140.206194
428	3136.668637
429	3134.074895
430	3130.819881
431	3128.632669
432	3123.985958
433	3116.679257
434	3114.846901
435	3112.538376
436	3110.862485
437	3108.502791
438	3106.510615
439	3105.200712
440	3102.630712
441	3101.06422
442	3099.7962
443	3097.649795
444	3096.335418
445	3095.299974
446	3092.097745
447	3088.716916
448	3086.15347
449	3082.775454
450	3081.243684
451	3078.601316
452	3074.909075
453	3072.080606
454	3069.251649
455	3068.374592
456	3065.307389
457	3061.959053
458	3058.975968
459	3054.013423
460	3048.32847
461	3045.169361
462	3039.121879
463	3036.049372
464	3033.256628
465	3032.053189
466	3030.211131
467	3028.335624
468	3023.515995
469	3021.996562
470	3019.175254
471	3015.518448
472	3014.082616
473	3012.300672
474	3009.596073
475	3008.603616
476	3006.358877
477	3004.691719
478	3001.157784
479	2998.498269
480	2997.154064
481	2992.437456
482	2990.378036
483	2988.808551
484	2985.934744
485	2984.040486
486	2980.786931
487	2978.653561
488	2975.377113
489	2973.710617
490	2969.890761
491	2968.184344
492	2966.018562
493	2962.937736
494	2960.88992
495	2954.890854
496	2953.726321
497	2951.681211
498	2949.808157
499	2947.026066
500	2946.005034
501	2941.919555
502	2939.076028
503	2936.439893
504	2934.814063
505	2931.727065
506	2930.371862
507	2926.716876
508	2924.437566
509	2922.614992
510	2920.776128
511	2918.822932
512	2916.987819
513	2915.087119
514	2912.800073
515	2909.870602
516	2906.266401
517	2903.551858
518	2899.509486
519	2897.63449
520	2895.282331
521	2893.123523
522	2891.192164
523	2889.868505
524	2885.393519
525	2883.091671
526	2880.09798
527	2877.239775
528	2875.50893
529	2870.828242
530	2869.256128
531	2867.803782
532	2866.277168
533	2864.15974
534	2861.643521
535	2858.935841
536	2858.091136
537	2856.486225
538	2853.817408
539	2849.966277
540	2849.140473
541	2847.404419
542	2843.578706
543	2838.558397
544	2836.80282
545	2835.89379
546	2834.56438
547	2830.868742
548	2828.641409
549	2826.950006
550	2822.32705
551	2819.785366
552	2816.589393
553	2815.081433
554	2812.968305
555	2809.445454
556	2808.101341
557	2807.402458
558	2805.559136
559	2801.853869
560	2798.762502
561	2795.84095
562	2793.304504
563	2791.073385
564	2789.083458
565	2787.041065
566	2783.962024
567	2782.856679
568	2781.020677
569	2776.277806
570	2774.106506
571	2769.796238
572	2765.856731
573	2763.791914
574	2763.234834
575	2762.265312
576	2761.167053
577	2755.986452
578	2753.294627
579	2752.144206
580	2750.447923
581	2749.957537
582	2747.246728
583	2744.005329
584	2741.559425
585	2740.557097
586	2739.440988
587	2737.541633
588	2735.970839
589	2734.34751
590	2731.939109
591	2729.039108
592	2728.057711
593	2727.182523
594	2724.830637
595	2723.865142
596	2721.686083
597	2720.365587
598	2719.572621
599	2716.360451
600	2714.495872
601	2711.280563
602	2708.678524
603	2705.426761
604	2702.541376
605	2701.446742
606	2699.191169
607	2698.779954
608	2697.709125
609	2695.975037
610	2691.565428
611	2690.273978
612	2685.557262
613	2684.575694
614	2683.774141
615	2682.223644
616	2680.557647
617	2676.131016
618	2674.275898
619	2671.241837
620	2667.437377
621	2665.938033
622	2663.142859
623	2662.464146
624	2660.520126
625	2658.051137
626	2655.244121
627	2652.507057
628	2651.726485
629	2649.410517
630	2645.555814
631	2643.249446
632	2641.732585
633	2640.887682
634	2640.177447
635	2637.295395
636	2635.056146
637	2633.283262
638	2630.706118
639	2630.272291
640	2628.265898
641	2626.411214
642	2624.14996
643	2620.633386
644	2619.140606
645	2617.68816
646	2616.363853
647	2615.694915
648	2613.912292
649	2611.003742
650	2607.582509
651	2605.8869
652	2602.985147
653	2601.274343
654	2599.667435
655	2596.827337
656	2594.522091
657	2593.048334
658	2592.076701
659	2590.880433
660	2588.553423
661	2586.739362
662	2585.985329
663	2583.518886
664	2582.659956
665	2580.552417
666	2579.230686
667	2576.716672
668	2574.996158
669	2573.697998
670	2569.93687
671	2568.998955
672	2566.915361
673	2563.776181
674	2561.395565
675	2559.998543
676	2559.059933
677	2557.505915
678	2554.769492
679	2551.943765
680	2551.206669
681	2550.135876
682	2548.040502
683	2545.973072
684	2544.899551
685	2543.006251
686	2541.105827
687	2539.570001
688	2539.218996
689	2534.754179
690	2532.893243
691	2531.32077
692	2527.764542
693	2524.68705
694	2523.346046
695	2522.034217
696	2519.641657
697	2518.419555
698	2516.302842
699	2515.537284
700	2513.461146
701	2511.248645
702	2509.075951
703	2507.274799
704	2506.038902
705	2505.43245
706	2503.183597
707	2500.164852
708	2495.842835
709	2492.079217
710	2490.865939
711	2489.362234
712	2486.235176
713	2482.977225
714	2480.028815
715	2476.586661
716	2474.707789
717	2473.150107
718	2469.094586
719	2467.78747
720	2464.059133
721	2461.517667
722	2458.937425
723	2457.726114
724	2453.547452
725	2451.837059
726	2450.132938
727	2449.594006
728	2448.311597
729	2447.552946
730	2443.481353
731	2440.91943
732	2439.879465
733	2437.773356
734	2436.900555
735	2434.915015
736	2434.27302
737	2432.162722
738	2430.953103
739	2430.174085
740	2428.301051
741	2427.647066
742	2425.144086
743	2424.016709
744	2422.51418
745	2421.713193
746	2418.757823
747	2416.71087
748	2416.30697
749	2415.380045
750	2411.478741
751	2410.610773
752	2408.468737
753	2407.056015
754	2404.904173
755	2404.521326
756	2402.707196
757	2401.149517
758	2400.166057
759	2399.064737
760	2397.401392
761	2395.802259
762	2392.880718
763	2390.906832
764	2389.697203
765	2387.236481
766	2384.871136
767	2380.923709
768	2379.752247
769	2377.214074
770	2374.788676
771	2373.584721
772	2369.83976
773	2369.055469
774	2368.34735
775	2366.349063
776	2364.696932
777	2361.826615
778	2360.982525
779	2360.259257
780	2356.644548
781	2356.021323
782	2355.342504
783	2354.463198
784	2353.37461
785	2351.964223
786	2351.085449
787	2350.158572
788	2350.047594
789	2347.524023
790	2346.307413
791	2345.825862
792	2344.839523
793	2343.864846
794	2343.287039
795	2342.079594
796	2338.55628
797	2335.820601
798	2333.594241
799	2331.063127
800	2328.646159
801	2326.341734
802	2323.978811
803	2321.33308
804	2318.480695
805	2316.613906
806	2315.183468
807	2313.995584
808	2312.014493
809	2310.851272
810	2309.180655
811	2306.837827
812	2306.299523
813	2304.589256
814	2302.406372
815	2301.265171
816	2299.70409
817	2297.468521
818	2296.82493
819	2296.033673
820	2295.103989
821	2293.499067
822	2292.686906
823	2288.907084
824	2288.800297
825	2286.878007
826	2286.430915
827	2286.318296
828	2284.435819
829	2281.079923
830	2279.653288
831	2277.217576
832	2275.421527
833	2274.840117
834	2274.663507
835	2273.036667
836	2270.872272
837	2270.377621
838	2267.872555
839	2264.17039
840	2263.664547
841	2262.392601
842	2261.227626
843	2260.683363
844	2260.522635
845	2259.330931
846	2257.117639
847	2254.561866
848	2253.30764
849	2251.902118
850	2249.37461
851	2246.646675
852	2243.668442
853	2240.134734
854	2237.785354
855	2237.280722
856	2236.966805
857	2234.766219
858	2233.293658
859	2232.042707
860	2230.013838
861	2226.944898
862	2225.289686
863	2223.64685
864	2222.206079
865	2219.716875
866	2217.558433
867	2216.657134
868	2214.945299
869	2214.024152
870	2211.989777
871	2210.136584
872	2208.798922
873	2208.696387
874	2207.404927
875	2205.786915
876	2203.127614
877	2202.04117
878	2200.089841
879	2198.453378
880	2197.997418
881	2197.08178
882	2196.95847
883	2195.515415
884	2195.151309
885	2193.508791
886	2190.955505
887	2189.121085
888	2186.693229
889	2185.471669
890	2184.265882
891	2181.397295
892	2181.003988
893	2178.066025
894	2176.322063
895	2175.272604
896	2172.88862
897	2171.687418
898	2169.169877
899	2167.915205
900	2167.821042
901	2166.45448
902	2165.745333
903	2164.911059
904	2164.548176
905	2163.219577
906	2162.066704
907	2160.558717
908	2159.591279
909	2159.281598
910	2158.355141
911	2157.123114
912	2156.996156
913	2154.872601
914	2154.530785
915	2152.169362
916	2151.055204
917	2149.026803
918	2146.784301
919	2145.829473
920	2143.913946
921	2142.512771
922	2141.199529
923	2139.181149
924	2138.313065
925	2136.355731
926	2134.855566
927	2133.38742
928	2130.989533
929	2128.681717
930	2127.328015
931	2126.70268
932	2125.920547
933	2124.01709
934	2123.135981
935	2122.703876
936	2120.669958
937	2119.456928
938	2118.578843
939	2118.23397
940	2118.147729
941	2116.752054
942	2115.140716
943	2113.51257
944	2112.545132
945	2111.556034
946	2111.037822
947	2108.663147
948	2107.641042
949	2106.57286
950	2105.810931
951	2104.268238
952	2103.022178
953	2101.908532
954	2100.746113
955	2099.644611
956	2097.507124
957	2096.338134
958	2095.310899
959	2093.438397
960	2092.038161
961	2091.117058
962	2089.601934
963	2088.090539
964	2087.215666
965	2085.584791
966	2084.910974
967	2084.008243
968	2083.276927
969	2082.234659
970	2080.279586
971	2078.873393
972	2077.883388
973	2075.873091
974	2075.154478
975	2073.844938
976	2072.591475
977	2071.601265
978	2071.132562
979	2069.705502
980	2069.115266
981	2068.297774
982	2067.474288
983	2065.368133
984	2064.565092
985	2063.678034
986	2062.720397
987	2061.327378
988	2060.310695
989	2058.523355
990	2057.481059
991	2055.82701
992	2055.439668
993	2054.396786
994	2053.037168
995	2050.872656
996	2050.000513
997	2047.887203
998	2047.274468
999	2046.97645
